programId_sv|programUniversity_sv|programTitle_sv|programDescription_sv|programPoints_sv|programYears_sv|programRequirements_sv|programAiDescription_sv|programPlace_sv|programDegree_sv|programLink
23|Kungliga Tekniska högskolan|Materialdesign, civilingenjör|Civilingenjörsutbildningen inom Materialdesign på KTH ger en unik bredd av ämneskunskaper som inte finns på någon annan utbildning i Sverige. Med den kompetens du får med dig har du möjlighet att lösa stora hållbarhetsutmaningar som framtidens energilagring och plastfria hav. Då KTH har en världsledande position inom forskning på materialområdet har du många internationella möjligheter efter examen. Materialdesign innebär att skapa nya material och vidareutveckla de som redan finns. Framtidens material måste framställas på ett energieffektivare sätt med mindre miljöpåverkan. Därför kommer de till stor del behöva tillverkas av återvunnet material, vilket innebär en spännande utmaning för civilingenjörer på området. Framtidens material måste också vara starkare, lättare och gå att tillverka från billigare råvaror. Med kunskap inom materialområdet finns stora möjligheter att påverka produktion och konsumtion i en hållbarare riktning. Exempel på aktuella områden med mycket potential är utveckling av nanomaterial och inom additiv tillverkning. Utbildningen ger dig en helhetssyn och nytänkande när det gäller materials egenskaper, användningsområden och miljöpåverkan. Du får kunskap om allt från framställning av metaller, polymerer och keramer , till utveckling av helt nya material. Programmet ger dig en god grund i matematik, fysik och kemi som du använder för att förstå materialvetenskapens kärna – kunskapen om hur materialen är uppbyggda och hur de får sina olika egenskaper. I slutet av årskurs tre väljer du ett masterprogram med en teknikproﬁl som intresserar dig. Du har också möjlighet att läsa delar av utbildningen utomlands. Tack vare KTH:s världsledande position inom materialområdet har du unika internationella karriärmöjligheter efter din examen. Som civilingenjör inom materialdesign kan du hantera många spännande utmaningar när det gäller miljövänlig materialframställning, avancerad materialanvändning samt utveckling och återvinning av nya material. Du kan exempelvis jobba med att utveckla biobaserad plast, fossilfritt stål eller batterier gjorda av papper.  Efter examen är det vanligt att jobba i branscher där kunskap om materialens egenskaper är viktiga, exempelvis inom fordons-, verkstads-, förpacknings- och medicinsk industri. Du är mycket eftertraktad av företag som tillverkar material eller av företag vars produkter kräver en kunskap om materials egenskaper. De flesta får jobb i Stockholmsområdet efter examen, men arbetsmöjligheterna är goda över hela landet. Du kan jobba som forskare, projektledare, säljare eller specialist inom materialområdet. Du kan även arbeta med produktion och processer för framställning och utveckling av material, speciellt med inriktning mot metaller. Nästan hälften av studenterna på programmet får jobb via sitt examensarbete.|300|5|||På universitetet, KTH Campus|Civilingenjör, kandidat, master|https://www.kth.se/utbildning/civilingenjor/materialdesign
24|Kungliga Tekniska högskolan|Medicinsk teknik, högskoleingenjör|Högskoleingenjörsprogrammet Medicinsk teknik kombinerar medicinska och medicintekniska kurser med teknikkurser, vilket skapar många karriärmöjligheter. Efter avslutad utbildning kan du jobba på en medicinteknisk avdelning på ett sjukhus – med utbildning, inköp, utveckling och underhåll, eller på ett företag som producerar och utvecklar apparatur till vården. Kunskap om hur teknik fungerar i samspel med människokroppen är central inom en mängd olika branscher, och alla dessa är beroende av kunskap och idéer om hur tekniken kan utvecklas och förbättras. Medicinsk teknik är viktig för att kunna bota sjukdomar och rädda liv – men den behövs också inom många andra områden där människa och maskin samverkar. Exempelvis vid utveckling av redskap, hem, arbetsmiljö, transporter, kläder, mobiltelefoner och annan elektronisk utrusning, liksom teknik för sport och idrott. Programmet ger dig praktiska och teoretiska kunskaper i teknik i kombination med anatomi, fysiologi och medicinsk teknik. Du kan även välja att läsa breddande kurser inom matematik och fysik för att ge behörighet för vidare studier på masternivå. I projektform får du öva på att konstruera teknik med fokus på både tekniska, medicinska, ekonomiska och sociala aspekter. Det tredje året avslutas med ett examensarbete som kan göras på ett företag, ett sjukhus eller inom en forskningsgrupp på ett universitet. Studierna förbereder dig på att bli en ingenjör som kan vara länken mellan industri, läkare och vårdpersonal. Du kan jobba på sjukhus eller på företag som tillverkar medicinteknisk apparatur – som exempelvis produktspecialist, projektledare eller produktutvecklare. Du har också möjlighet att jobba tillsammans med läkare med teknik och vårdutrustning. Som högskoleingenjör i medicinsk teknik har du goda karriärmöjligheter och blir en viktig resurs för en mer effektiv hälso- och sjukvård, såväl i Sverige som utomlands.|180|3|||På universitetet, KTH Flemingsberg|Högskoleingenjör|https://www.kth.se/utbildning/hogskoleingenjor/medicinsk-teknik
25|Kungliga Tekniska högskolan|Medicinsk teknik, civilingenjör|Medicinsk teknik på KTH är en civilingenjörsutbildning för dig som är intresserad av kombinationen medicin, hälsa och teknik. Utbildningen ger dig expertkunskaper för en av dagens snabbast växande branscher. Under studietiden har du närhet till KTH:s spännande forskning inom Life Science Technology.  Kunskap om hur teknik fungerar i samspel med människokroppen är central inom en mängd olika branscher och alla dessa är beroende av idéer om hur tekniken kan utvecklas och förbättras. Medicinsk teknik är avgörande när det kommer till att bota sjukdomar och rädda liv – men den behövs också på många andra områden där människa och maskin samverkar. Exempelvis inom idrott eller utveckling av redskap, hem, arbetsmiljö, transporter, kläder, mobiltelefoner och annan elektronisk utrustning. Du som väljer den här utbildningen, där KTH i ett flertal kurser samarbetar med Karolinska Institutet, får en omfattande medicinteknisk kompetens och goda medicinska kunskaper. Du får även en djup teknisk kunskap inom din valda inriktning och lär dig att analysera och lösa problem samt tänka innovativt. Du får också kompetens inom ledarskap och samarbete. Efter de tre första åren väljer du en masterinriktning inom Medicinsk teknik, Idrottsteknologi eller Teknisk fysik med spår mot biomedicinsk fysik. Du har också möjlighet att läsa delar av utbildningen utomlands. Som civilingenjör inom Medicinsk teknik har du goda internationella möjligheter inom allt från näringsliv till sjukvård, idrott och forskning. Behovet av medicinteknisk kompetens ökar inom hälso- och sjukvården, både i den privata och offentliga sektorn. Behovet av din kunskap är också stort inom forskning och utbildning; KTH har till exempel spännande forskning inom Life Science Technology som du kommer i kontakt med redan under studietiden.  Du kan jobba inom alla områden där teknik interagerar med människokroppen – som projektledare, produktutvecklare, entreprenör eller medicinteknisk konsult. Eftersom det sker stora satsningar på att effektivisera och digitalisera vården finns många spännande karriärmöjligheter inom en av våra viktigaste samhällsfunktioner.|300|5|||På universitetet, KTH Flemingsberg|Civilingenjör, kandidat, master|https://www.kth.se/utbildning/civilingenjor/medicinsk-teknik
26|Kungliga Tekniska högskolan|Medieteknik, civilingenjör|Civilingenjörsutbildningen inom Medieteknik på KTH passar dig som på kreativa sätt vill arbeta med teknik och system för mänsklig kommunikation. Efter utbildningen kan du driva utveckling inom allt från film och spelupplevelser till nyhetsindustrin och framtidens sociala medier. På KTH är Medieteknik en av de utbildningar där flest studenter blivit entreprenörer. Medieteknik spelar en viktig roll i kommunikationen mellan människor och organisationer i hela samhället. Den möjliggör allt från nyhetssajter till nya virtuella miljöer – och ger stora möjligheter att motivera konsumenter till hållbara val. Medieteknik blir en allt större del av vår vardag, och genom maskininlärning kan tekniken utvecklas genom att lära sig själv. Det väcker frågor om etik kring hur den designas och används. Exempelvis diskuteras hur medieteknik kan utformas för att främja demokrati, inte vara ett verktyg för så kallade ”fake news”, samtidigt som den fortsätter att möjliggöra att människor kommer till tals och kan uttrycka sig. Medieteknik är en teknisk utbildning med fokus på att utveckla nya sätt för människor att kommunicera. Du lär dig att utveckla medietekniska lösningar, datasystem och gränssnitt som förenklar och förbättrar mänsklig kommunikation och interaktion. Utbildningen innehåller mycket matematik och programmering, men den är också kreativ då lösningar ofta integrerar olika typer av media, som video och ljud, med tekniken. Som civilingenjör inom medieteknik är dina karriärmöjligheter nästan obegränsade. Medieteknik för kommunikation används av allt från kläd- och biltillverkare till tv-bolag och företag som erbjuder online musiktjänster eller använder maskininlärning för medieteknik. Typiska arbetsuppgifter kan vara att skapa medielösningar, designa appar eller visualisera data för exempelvis klimatpåverkan. Det är vanligt att jobba som projektledare eller chef inom ett valt expertområde.  Många studenter från utbildningen börjar jobba inom nyhetsindustrin eller spel- och underhållningsbranschen, antingen som anställd eller egenföretagare. I Stockholm finns en stark musikindustri som har behov av kompetens inom medieteknik – men också utomlands finns många spännande möjligheter. Det ﬁnns även ett stort behov av ingenjörer inom medieteknik som forskar.|300|5|||På universitetet, KTH Campus|Civilingenjör, kandidat, master|https://www.kth.se/utbildning/civilingenjor/medicinsk-teknik
27|Kungliga Tekniska högskolan|Samhällsbyggnad, civilingenjör|Civilingenjörsutbildningen inom Samhällsbyggnad passar dig som vill leda arbetet med att planera, bygga, utveckla och förvalta framtidens hållbara samhälle. Programmet har utvecklats efter de behov som efterfrågas i samhället i nära samarbete med branschen. De kunskaper i teknik, ekonomi, juridik och planering du får med dig öppnar många dörrar till det spännande samhällsbyggnadsområdet. Samhällsbyggnad är en bransch i ständig utveckling. Allt fler människor flyttar idag till storstäder och år 2050 beräknas 60% av jordens befolkning vara stadsbor. Även landsbygden utvecklas och anpassas till förändrade förutsättningar och nya behov. Denna utveckling kräver mängder av nya byggnader, infrastruktur och tekniska system samtidigt som framtida samhällsutmaningar kopplat till digitalisering, klimatförändringar och resurseffektivitet behöver lösas. Samhällsutvecklingen ställer också frågor om vem staden är till för och hur den ska utformas för att garantera social hållbarhet med hänsyn till mångfald och inkludering. Inom samhällsbyggnad finns många spännande utmaningar och stora möjligheter att skapa kreativa lösningar för en hållbar framtid. Utbildningen fångar hela samhällsbyggnadsprocessen från idé och planering till produktion och förvaltning. Du får förutsättningar och förmågor att medverka i och leda arbetet med att skapa hållbara samhällen, vilket inkluderar hur byggnader, infrastruktur och städer ska planeras, utformas, bevaras och förnyas i takt med samhällsutvecklingen. Där ingår även miljötekniska utmaningar kopplat till hur våra naturresurser ska hanteras på ett hållbart sätt samt hur institutioner och regelsystem bör utvecklas för att ge en bra livsmiljö och goda utvecklingsbetingelser för såväl enskilda individer som för näringslivet och samhället i stort. Under de första två åren av utbildningen får du en bred kunskapsbas inom matematiskt-naturvetenskapliga ämnen och samhällsbyggnadsteknik innan du i årskurs tre väljer att fördjupa dig inom något av ämnesområdena fastighetsekonomi och fastighetsjuridik, geografisk IT, miljöteknik och hållbar infrastruktur, bygg och byggprojektledning eller stads- och trafikplanering. Efter år tre har du möjlighet att välja mellan olika masterprogram samt läsa delar av utbildningen utomlands. Studierna öppnar många dörrar till ett varierat yrkesliv inom det mycket breda samhällsbyggnadsområdet. En väsentlig del av Sveriges investeringar går till samhällsbyggnad och här är karriärmöjligheterna många. Så gott som all planering, byggande och förvaltning kräver medverkan av samhällsbyggare. Arbetsmarknaden växer, främst i storstadsområdena, och dina möjligheter till en internationell karriär är stora.  Efter examen kan du till exempel jobba på konsultbolag, arkitektkontor, fastighetsföretag, statligt eller kommunalt. Som exempelvis stadsplanerare, fastighetsutvecklare, byggprojektledare, teknisk lantmätare eller miljökonsult kan du bidra till att skapa ett hållbart samhälle anpassat till klimatförändringarna. Dessutom är utbildningen forskningsförberedande och du har goda möjligheter till en framtida forskarkarriär.|300|5|||På universitetet, KTH Campus|Civilingenjör, kandidat, master|https://www.kth.se/utbildning/civilingenjor/samhallsbyggnad
28|Kungliga Tekniska högskolan|Teknik och ekonomi, högskoleingenjör|Högskoleingenjörsprogrammet inom Teknik och ekonomi på KTH passar dig som vill kombinera kunskap inom företagsekonomi och teknik men ännu inte vet vilket spår du ska välja. Programmet är en öppen ingång för högskoleingenjörsstudier som börjar på vårterminen, till skillnad från andra program. Som högskoleingenjör med ekonomikunskap kan du vara en viktig länk mellan tekniska och ekonomiska perspektiv i samhällsutvecklingen. Kunskap om hur ekonomi och teknik samverkar är viktig för att lösa samhällets utmaningar. Som ingenjörsstudent på KTH utvecklar du din kompetens om hur teknik fungerar, används och kan utvecklas innovativt i olika företag och organisationer i samhället. Med en kombination av kunskap inom teknik och ekonomi har du möjlighet att på kreativa sätt jobba med lösningar för en hållbar utveckling. KTH:s högskoleingenjörsutbildningar är yrkesprogram som ger en teknisk kompetens som behövs inom de flesta branscher idag. Du blir en problemlösande ingenjör med god förståelse för hur ekonomi och teknik gemensamt är grunden för en verksamhets utveckling. Utbildningen fokuserar den första terminen på kurser i ekonomi. Till den andra terminen väljer du att fördjupa dig inom en av teknikinriktningarna Data-, Elektro-, Kemi-, Byggteknik eller Medicinsk teknik. Utbildningen avslutas med ett examensarbete som är vanligt att utföra genom att bearbeta en frågeställning från en extern organisation, ofta ett företag, som du löser som fördjupning av dina studier och tillämpning av det du lärt dig på KTH. Inriktningar      Byggteknik och design 180 hp, KTH Campus ​​​​​​​     ​​​​​​​ Datateknik 180 hp, KTH Flemingsberg ​​​​​​​     Elektroteknik 180 hp, KTH Flemingsberg ​​​​​​​​​​​​​​     Elektronik och datorteknik 180 hp, KTH Kista ​​​​​​​     Kemiteknik 180 hp, KTH Campus ​​​​​​​     Medicinsk teknik 180 hp, KTH Flemingsberg ​​​​​​​  KTH:s utbildningar lägger en gedigen grund för livslångt lärande. Det innebär att du får med dig förmågan att fortsätta lära dig själv även efter din utbildning för att kunna lösa problem av olika slag. Du får en god grund för fortsatt personlig utveckling för att kunna hänga med i den snabba teknikutvecklingen och på framtidens arbetsmarknad. Du har möjlighet att börja jobba direkt efter examen, men du får även en bra grund för fortsatta studier på en magister- eller masterutbildning. Efterfrågan och behovet av högskoleingenjörer är stabilt både i Sverige och utomlands. Du har därför goda möjligheter att söka dig till olika branscher och yrkesinriktningar. Du kan jobba med tillämpning av teknik inom exempelvis:      data och digitalisering av produkter och tjänster     vård och hälsa med medicinsk teknik     bygg- och anläggningsproduktion      tillämpningar av elektroteknik och energiproduktion     kemiteknik med tillämpning inom hållbarhet, miljöskydd, läkemedel, livsmedel, färg och vattenfrågor.  Med kompetens inom teknik och ekonomi kan du vara den länk som ser till att en organisation är innovativ och konkurrenskraftig – och samtidigt bidra till att lösa utmaningar i samhällets utveckling.|180|3|||På universitetet, KTH Flemingsberg|Högskoleingenjör|https://www.kth.se/utbildning/hogskoleingenjor/teknik-ekonomi
29|Kungliga Tekniska högskolan|Teknisk fysik, civilingenjör|Civilingenjörsutbildningen inom Teknisk fysik är en av de mest populära och utmanande utbildningarna på KTH. I en värld där tekniken blir allt mer komplex behövs tekniska fysiker mer än någonsin. Med ett stort inslag av både klassiska ingenjörskurser, samt fördjupande naturvetenskaplig teori blir du en avancerad teknisk problemlösare med möjlighet att driva utvecklingen inom många olika områden världen över. Du får förståelse för allt från vad som händer i små atomer till system så stora som vårt universum – fundamentala och tidlösa kunskaper som ger dig goda möjligheter att driva och skapa framtidens teknik i en hållbar riktning. Teknisk fysik ligger till grund för mycket av den spännande utveckling som sker på områden som exempelvis IT, AI, kvantteknologi och biofysik. Samtidigt möjliggör kunskaper inom teknisk fysik enorma framsteg inom beräkningstekniken för tillämpningar inom många olika områden. Som teknisk fysiker har du möjlighet att bidra till utforskandet av mikro- och makrokosmos, och kan exempelvis styra formgivningen av helt nya produkter, material och system på mikro- och nanonivå. En viktig aspekt är att se till att ny avancerad teknologi utformas och används på ett hållbart sätt, är tillgänglig och kommer alla människor till gagn. Teknisk fysik är en bred utbildning i gränslandet mellan naturvetenskap och teknik. Kurserna kan sorteras under områdena matematik, fysik och teknik. Under de första åren består studierna av grundläggande kurser, som är obligatoriska. Under år tre ökar inslaget av valfrihet och projekt, och därefter kan du specialisera din utbildning i mycket stor utsträckning genom ett stort antal valbara masterprogram. Programmet har nyligen moderniserats för att ännu bättre förbereda dig för framtidens arbetsmarknad. Bland annat ingår mer problemlösning med hjälp av programmering och avancerade datorberäkningar, samt bättre möjligheter till valfri specialisering för att skapa en unik och individuell prägel på din utbildning. Efter år tre har du möjlighet att välja bland ett av KTH:s största utbud av masterprogram samt läsa delar av utbildningen utomlands. Tack vare din breda kompetens som avancerad teknisk problemlösare är du efterfrågad på en internationell arbetsmarknad och du har många möjligheter att växla mellan olika yrkesroller och verksamhetsområden. Som teknisk fysiker kan du exempelvis jobba som utvecklare och forskningsledare inom områden som har teknisk och vetenskaplig anknytning.  Ett vanligt första arbete för tekniska fysiker är att utföra olika former av matematiskt baserade beräkningar. Din arbetsplats kan vara små forskningsintensiva spjutspetsföretag, högteknologiska industriföretag eller högskolor och forskningslaboratorier. Många hamnar i ledande och beslutsfattande positioner inom näringsliv och samhälle, vilket leder till ett stort ansvar för bland annat hållbarhetsfrågor. Nästan en tredjedel av studenterna väljer att läsa en forskarutbildning efter examen.|300|5|||På universitetet, KTH Campus|Civilingenjör, kandidat, master|https://www.kth.se/utbildning/civilingenjor/teknisk-fysik
30|Kungliga Tekniska högskolan|Teknisk kemi, civilingenjör|Civilingenjörsutbildningen inom Teknisk kemi på KTH ger dig expertkunskaper som du kan använda för att lösa utmaningar inom exempelvis miljö, energi, material och läkemedel. Utbildningen är utvecklad tillsammans med industrin för att du ska få arbeta med aktuella samhällsfrågor. Du får möjlighet att vara delaktig i världsledande forskning och möta entreprenörer från KTH:s Greenhouse Labs där unga nystartade kemiföretag samlas. Teknisk kemi är en kombination av kemi och teknik och ligger till grund för förståelse av kemiska processer i allt från människokroppen till atmosfären. För att en fossilfri ekonomi ska vara möjlig behöver vi kunna ersätta plast och använda biobaserade material i allt från förpackningar till byggnader, bilar och flygplan. För att alla människor ska ha möjlighet till rent vatten behöver vi effektiva metoder för vattenrening och för att minska klimatpåverkan behöver vi nya typer av bränslen baserade på förnybara råvaror. I alla dessa fall är kunskaper i teknisk kemi en viktig nyckel för att lösa dagens och framtidens utmaningar. Utbildningen gör dig till en ingenjör med bred kompetens och specialkunskap inom teknisk kemi – en efterfrågad kombination på arbetsmarknaden idag. Teori och praktik varvas så att du på djupet förstår varför olika saker händer i en reaktion och hur du påverkar varje steg. För att bli en bra ledare ingår projektledning och för att du ska kunna skapa nya hållbara lösningar diskuteras hållbar utveckling i många kurser utifrån olika perspektiv. Du får även möjlighet att vara delaktig i KTH:s forskning eftersom laborationer och projektuppgifter skapas från aktuella forskningsprojekt. Under år fyra och fem får du en spetskompetens inom vald masterutbildning och det finns stora möjligheter till utlandsstudier. Studierna förbereder dig för en framtid med många spännande karriärmöjligheter både i Sverige och utomlands. Du kan arbeta i företag och organisationer som projektledare, teknisk expert, miljö- och kvalitetschef, forskare, utbildare, teknisk konsult, produktutvecklare eller doktorand. Oavsett om du vill jobba som specialist eller starta eget företag har du en viktig roll i att utveckla de flesta branscher i en mer hållbar riktning.  På KTH finns en stark och växande forskning inom kemi där det finns stora möjligheter att doktorera. Efter det står hela världens forskningsmiljöer öppna.|300|5|||På universitetet, KTH Campus|Civilingenjör, kandidat, master|https://www.kth.se/utbildning/civilingenjor/teknisk-kemi
31|Kungliga Tekniska högskolan|Teknisk matematik, civilingenjör|Civilingenjörsutbildningen inom Teknisk matematik på KTH är för dig som brinner för matematik. Matematik är ett av de kraftfullaste verktygen som finns för att besvara frågeställningar inom naturvetenskap, samhälle och teknik. Efter examen har du gedigna kunskaper i både matematik och programmering som du kan tillämpa inom många ämnesområden och branscher. Du har fått verktyg som gör dig till en matematisk expert och problemlösare. Matematik är en grundsten som vi byggt vetenskap och samhällen på ända sedan det antika Babylonien, Egypten och Grekland. Idag ligger matematik bakom allt från algoritmerna som styr våra sociala medier till analys av vår klimatpåverkan. Kunskap inom matematik och hur den kan tillämpas i kombination med programmering kan bidra med nya lösningar och driva utvecklingen inom alla möjliga områden. Dataalgoritmer som bygger på matematik kan till exempel användas i utvecklingen av nya läkemedel och material, i framtidens säkra transporter, för resursplanering, analys av stora datamängder, för att förstå klimatförändringar eller för att värdera och göra riskbedömningar inom försäkring och finans. Teknisk matematik är en nystartad utbildning designad för att möta samhällets behov av civilingenjörer med expertis i att analysera, modellera och simulera med hjälp av matematik och datorberäkningar. Utbildningen fokuserar på matematik och programmering och dess tillämpningar. Du läser betydligt fler matematikkurser än i andra civilingenjörsutbildningar på KTH; både teoretisk och tillämpad matematik inklusive matematisk statistik, optimering och beräkningsmatematik. Du får också träning i problemlösning och lagarbete. Efter år tre väljer du mellan olika masterprogram där du fördjupar dina kunskaper. Utbildningen erbjuder en stor andel valfria högskolepoäng, vilket ger dig möjlighet att spetsa till din kompetens inom de områden som intresserar dig mest. Efter utbildningen väntar många spännande karriärmöjligheter. Du kommer att ha en fördel på arbetsmarknaden då många branscher efterfrågar specialkompetens i just matematik och programmering för att kunna möta framtidens utmaningar. Dina kunskaper kan du använda inom exempelvis läkemedelsutveckling, utveckling av hållbara industrier, IT, bank och finans eller konsultverksamhet. Du kan ägna dig åt bland annat matematisk modellering, mjukvaruutveckling, utveckling av nya appar, algoritmer och ny matematisk teori eller bidra till den snabba utvecklingen inom maskininlärning och framtidens artificiella intelligens. Du kan genom matematisk analys och simulering exempelvis presentera komplexa data på tydliga och enkla sätt – något som är otroligt viktigt i dagens informationssamhälle.  Det finns också stora möjligheter att fortsätta på en akademisk bana. Med din matematiska expertis har du möjlighet att bidra till ledande forskning inom många olika vetenskaper. På KTH finns en stor matematikinstitution med framstående forskning inom både teoretisk och tillämpad matematik.|300|5|||På universitetet, KTH Campus|Civilingenjör, kandidat, master|https://www.kth.se/utbildning/civilingenjor/teknisk-matematik
32|Kungliga Tekniska högskolan|Tekniskt basår, behörighetsgivande utbildning|Tekniskt basår är skräddarsydd för fortsatta studier på KTH, och slutförd utbildning ger dig möjlighet att söka särskilt reserverade platser till våra ingenjörsutbildningar. Utöver möjlighet att söka på betyg och högskoleprov finns en kvotgrupp som riktar sig enbart till de som gått Tekniskt basår där urvalet baseras på prestationer under basåret. Tekniskt basår ger dig behörighet att läsa KTH:s ingenjörsutbildningar. Under basåret läser du matematik, fysik och kemi och får en känsla av den studietakt som krävs på KTH:s program. Efter avklarat program kan du söka särskilt reserverade platser på något av KTH:s ingenjörsprogram. Vilket program du kan få börja på baseras på betygen från dina basårsstudier och förstås på vilken eller vilka utbildningar du söker. Det finns totalt tillräckligt antal reserverade platser så att det räcker till alla studerande på Tekniskt basår, men bara ett visst antal på varje program, så det är inte säkert att du kan få en plats på just det program du helst vill. Tekniskt basår 60 fup (förutbildningspoäng) är en kompletteringsutbildning med gymnasiets kurser i matematik, fysik och kemi. Programmet riktar sig till dig som saknar behörighet i dessa ämnen. Tekniskt basår kan även passa dig som redan är behörig i ämnena, men som vill fräscha upp dina kunskaper.  Utbildningen är skräddarsydd för fortsatta studier på KTH. Alla kurser utgår från gymnasiets kursplaner, men skiljer sig genom att studietakten är betydligt högre. Förutom den schemalagda undervisningen - i form av föreläsningar, övningar och laborationer - krävs mycket självstudier och stort eget ansvar. Genom Tekniskt basår skaffar du dig en bra studieteknik för kommande studier och du tränar dig även på problemlösning och utvecklar ditt kreativa tänkande.  Tekniskt basår startar hösttermin på KTH Campus, KTH Flemingsberg och KTH Södertälje och vårtermin på KTH Flemingsberg.   Under två terminer läser du motsvarande      Matematik 3c och 4     Kemi 1     Fysik 1a och 2  Behörig är du som, förutom grundläggande behörighet, har minst betyget E eller Godkänt i någon av följande kurser:      Matematik 2a     Matematik 2b     Matematik 2c/Matematik B. Under vårterminen söker du till den utbildning som du vill studera vidare på inom KTH. Om du klarat basårets kurser har du en reserverad plats på någon av KTH:s ingenjörsutbildningar. Med din reserverade plats hamnar du i en egen urvalsgrupp till respektive utbildning.  Du garanteras inte en plats på ditt förstahandsval. Det finns totalt tillräckligt antal reserverade platser så att det räcker till alla studerande på Tekniskt basår, men bara ett visst antal på varje program, så det är inte säkert att du kan få en plats på just det program du helst vill. Du konkurrerar med andra studenter med reserverad plats, där urvalet baseras på dina betyg från basåret. Ju bättre studieresultat från basårsstudierna du har, desto större chans får du att komma in på ditt förstahandsval.  Observera att uppnådda studiepoäng på Tekniskt basår inte kan räknas in i en ingenjörsexamen.|60|1|||På universitetet, KTH Campus, Södertälje, Flemingsberg|Behörighetsgivande utbildning|https://www.kth.se/utbildning/teknisk-basutbildning/tekniskt-basar-60-fup
33|Kungliga Tekniska högskolan|Tekniskt basår, termin 2, behörighetsgivande utbildning|Tekniskt basår, termin 2, ger dig möjlighet att läsa kurser i matematik och fysik och för att bli behörig till KTH:s ingenjörsutbildningar. Utbildningen är skräddarsydd för fortsatta studier på KTH och slutförd utbildning ger dig möjlighet att söka särskilt reserverade platser till våra ingenjörsutbildningar. Du tränas både i problemlösning och kreativt tänkande och får dessutom en bra studieteknik inför framtiden. Tekniskt basår, termin 2 – ofta kallad bastermin – ger dig behörighet att läsa KTH:s ingenjörsutbildningar. Under basterminen läser du gymnasiets högre kurser i matematik och fysik, motsvarande Matematik 4 och Fysik 2. Du får även en känsla av den studietakt som krävs på KTH:s program. Efter avklarat program kan du söka särskilt reserverade platser på något av KTH:s ingenjörsprogram. Vilket program du kan få börja på baseras på betygen från dina basårsstudier och förstås på vilken eller vilka utbildningar du söker. Det finns totalt tillräckligt antal reserverade platser så att det räcker till alla studerande på Tekniskt basår, men bara ett visst antal på varje program, så det är inte säkert att du kan få en plats på just det program du helst vill. Tekniskt basår, termin 2 30 fup (förutbildningspoäng) är en kompletteringsutbildning med gymnasiets högre kurser i matematik och fysik. Programmet riktar sig till dig som saknar behörighet i dessa ämnen. Basterminen kan även passa dig som redan är behörig i ämnena, men som vill fräscha upp dina kunskaper.  Utbildningen är skräddarsydd för fortsatta studier på KTH. Alla kurser utgår från gymnasiets kursplaner, men skiljer sig genom att studietakten är betydligt högre. Förutom den schemalagda undervisningen - i form av föreläsningar, övningar och laborationer - krävs mycket självstudier och stort eget ansvar. Genom Tekniskt basår, termin 2 skaffar du dig en bra studieteknik för kommande studier och du tränar dig även på problemlösning och utvecklar ditt kreativa tänkande.  Tekniskt basår, termin 2 startar på höstterminen på KTH Flemingsberg. På våren ges programmet endast på KTH Campus och KTH Södertälje.  Under en termin läser du motsvarande      Matematik 4     Fysik 2  Behörig är du som, förutom grundläggande behörighet, har lägst betyget E eller Godkänt i följande kurser:        Matematik 3b/3c alternativt Matematik C     Fysik 1a alternativt 1b1 och 1b2/ Fysik A     Kemi 1/ Kemi A. Under vårterminen söker du till den utbildning som du vill studera vidare på inom KTH. Om du klarat basterminens kurser har du en reserverad plats på någon av KTH:s ingenjörsutbildningar. Med din reserverade plats hamnar du i en egen urvalsgrupp till respektive utbildning.  Du garanteras inte en plats på ditt förstahandsval. Det finns totalt tillräckligt antal reserverade platser så att det räcker till alla studerande på Tekniskt basår, termin 2 men bara ett visst antal på varje program, så det är inte säkert att du kan få en plats på just det program du helst vill. Du konkurrerar med andra studenter med reserverad plats, där urvalet baseras på dina betyg från basterminen. Ju bättre studieresultat från basterminsstudierna du har, desto större chans får du att komma in på ditt förstahandsval.  Observera att uppnådda studiepoäng på Tekniskt basår inte kan räknas in i en ingenjörsexamen.|30|0.5|||På universitetet, KTH Campus|Behörighetsgivande utbildning|https://www.kth.se/utbildning/teknisk-basutbildning/tekniskt-basar-termin-2-30-fup
